remote_ratio,salary_in_usd,work_year,company_size,experience_level,employee_residence,company_location,job_title
100,145000,2022,M,SE,CA,CA,Data Engineer
0,154000,2022,M,MI,US,US,Data Analyst
0,143000,2022,M,MI,US,US,Data Analyst
0,78990,2022,M,MI,GB,GB,Data Scientist
0,51039,2022,M,MI,GB,GB,Data Scientist
0,190000,2022,M,EN,US,US,Data Scientist
0,120000,2022,M,EN,US,US,Data Scientist
0,85066,2022,M,MI,GB,GB,Data Scientist
0,51039,2022,M,MI,GB,GB,Data Scientist
0,109371,2022,M,MI,GB,GB,Data Scientist
0,72914,2022,M,MI,GB,GB,Data Scientist
0,150000,2022,M,SE,US,US,Data Engineer
0,111000,2022,M,SE,US,US,Data Engineer
0,265000,2022,M,EX,US,US,Data Engineer
0,235000,2022,M,EX,US,US,Data Engineer
50,121092,2022,L,EN,other,other,Data Scientist
100,73546,2022,M,MI,DE,DE,Data Scientist
100,160000,2022,M,SE,US,US,Data Engineer
100,130000,2022,M,SE,US,US,Data Engineer
100,75000,2022,M,MI,US,US,Data Engineer
100,60400,2022,M,MI,US,US,Data Engineer
100,85000,2022,M,EN,US,US,Data Analyst
100,75000,2022,M,EN,US,US,Data Analyst
0,252000,2022,M,SE,US,US,Data Engineer
0,129000,2022,M,SE,US,US,Data Engineer
100,92700,2022,M,EN,US,US,Data Engineer
100,61800,2022,M,EN,US,US,Data Engineer
100,172309,2022,L,SE,other,other,other
100,60093,2022,M,MI,other,DE,Data Scientist
100,83500,2022,M,MI,US,US,Data Analyst
100,52500,2022,M,MI,US,US,Data Analyst
0,201036,2022,M,SE,US,US,Data Scientist
0,134024,2022,M,SE,US,US,Data Scientist
100,165000,2022,M,SE,US,US,Data Analyst
100,140000,2022,M,SE,US,US,Data Analyst
100,62000,2022,M,EN,US,US,Data Engineer
100,58000,2022,M,EN,US,US,Data Engineer
0,172000,2022,M,SE,US,US,Data Scientist
0,115000,2022,M,SE,US,US,Data Scientist
0,125000,2022,M,EN,US,US,Data Engineer
0,90000,2022,M,EN,US,US,Data Engineer
0,163800,2022,M,SE,US,US,Data Engineer
0,126000,2022,M,SE,US,US,Data Engineer
100,237000,2022,M,SE,US,US,Data Scientist
100,145000,2022,M,SE,US,US,Data Scientist
100,90000,2022,M,MI,US,US,Data Engineer
100,90000,2022,M,MI,US,US,Data Engineer
0,139500,2022,M,SE,US,US,Data Engineer
0,109400,2022,M,SE,US,US,Data Engineer
0,258000,2022,M,SE,CA,CA,Data Scientist
0,190000,2022,M,SE,CA,CA,Data Scientist
0,145000,2022,M,MI,US,US,Data Engineer
0,120000,2022,M,MI,US,US,Data Engineer
0,205600,2022,L,SE,US,US,Data Engineer
0,105700,2022,L,SE,US,US,Data Engineer
0,252000,2022,M,SE,US,US,Data Engineer
0,129000,2022,M,SE,US,US,Data Engineer
0,239748,2022,M,SE,US,US,Data Scientist
0,159832,2022,M,SE,US,US,Data Scientist
100,186300,2022,M,SE,US,US,Data Scientist
100,102500,2022,M,SE,US,US,Data Scientist
0,165000,2022,M,SE,US,US,Data Engineer
0,132300,2022,M,SE,US,US,Data Engineer
0,190000,2022,M,SE,US,US,Data Scientist
0,126000,2022,M,SE,US,US,Data Scientist
100,149040,2022,M,SE,US,US,Data Architect
100,113899,2022,M,SE,US,US,Data Architect
100,153600,2022,M,SE,US,US,Data Engineer
100,106800,2022,M,SE,US,US,Data Engineer
100,172600,2022,M,SE,US,US,Data Engineer
100,107900,2022,M,SE,US,US,Data Engineer
0,180180,2022,M,SE,US,US,Data Analyst
0,106020,2022,M,SE,US,US,Data Analyst
100,376080,2022,M,SE,US,US,Data Architect
100,213120,2022,M,SE,US,US,Data Architect
0,153600,2022,M,SE,US,US,Data Analyst
0,100500,2022,M,SE,US,US,Data Analyst
100,206500,2022,M,SE,US,US,Data Analyst
100,121599,2022,M,SE,US,US,Data Analyst
0,260000,2022,M,SE,US,US,Data Engineer
0,225000,2022,M,SE,US,US,Data Engineer
0,194500,2022,M,EX,US,US,Data Engineer
0,115500,2022,M,EX,US,US,Data Engineer
100,170000,2022,L,SE,US,US,other
100,90000,2022,L,SE,US,US,Applied Machine Learning Scientist
100,95000,2022,M,EN,US,US,Data Analyst
100,70000,2022,M,EN,US,US,Data Analyst
0,275000,2022,M,SE,US,US,Data Engineer
0,160000,2022,M,SE,US,US,Data Engineer
100,115933,2022,M,SE,US,US,Data Analyst
100,81666,2022,M,SE,US,US,Data Analyst
0,175000,2022,M,SE,US,US,Data Scientist
0,120000,2022,M,SE,US,US,Data Scientist
100,150000,2022,M,SE,US,US,ML Engineer
100,120000,2022,M,SE,US,US,ML Engineer
0,200000,2022,M,SE,US,US,Research Engineer
0,175000,2022,M,SE,US,US,Research Engineer
0,206000,2022,M,MI,US,US,Data Analyst
0,130000,2022,M,MI,US,US,Data Analyst
100,138000,2022,M,SE,GB,GB,Data Architect
100,92000,2022,M,SE,GB,GB,Data Architect
0,65000,2022,M,SE,other,other,Data Manager
0,48000,2022,M,SE,other,other,Data Manager
100,110000,2022,M,SE,US,US,Data Analyst
100,75000,2022,M,SE,US,US,Data Analyst
0,130000,2022,M,SE,US,US,Analytics Engineer
0,87000,2022,M,SE,US,US,Analytics Engineer
0,160000,2022,M,MI,US,US,Data Analyst
0,112000,2022,M,MI,US,US,Data Analyst
0,162500,2022,M,MI,US,US,Data Engineer
0,130000,2022,M,MI,US,US,Data Engineer
0,299500,2022,M,SE,US,US,Data Science Manager
0,245100,2022,M,SE,US,US,Data Science Manager
0,145000,2022,M,MI,US,US,Data Scientist
0,100000,2022,M,MI,US,US,Data Scientist
0,147100,2022,M,SE,US,US,Data Engineer
0,90700,2022,M,SE,US,US,Data Engineer
0,115100,2022,M,EN,US,US,Data Engineer
0,73900,2022,M,EN,US,US,Data Engineer
0,168400,2022,M,SE,US,US,Data Engineer
0,105200,2022,M,SE,US,US,Data Engineer
0,210000,2022,M,SE,US,US,Data Scientist
0,160000,2022,M,SE,US,US,Data Scientist
0,145000,2022,M,MI,US,US,Data Scientist
0,100000,2022,M,MI,US,US,Data Scientist
0,222200,2022,L,SE,US,US,Applied Scientist
0,136000,2022,L,SE,US,US,Applied Scientist
0,100000,2022,M,MI,US,US,Data Analyst
0,85000,2022,M,MI,US,US,Data Analyst
100,85066,2022,M,MI,GB,GB,Data Engineer
100,57723,2022,M,MI,GB,GB,Data Engineer
0,200000,2022,M,EX,US,US,Data Scientist
0,145000,2022,M,EX,US,US,Data Scientist
0,140000,2022,M,MI,US,US,Data Engineer
0,95000,2022,M,MI,US,US,Data Engineer
100,185000,2022,M,SE,US,US,Data Analyst
100,120249,2022,M,SE,US,US,Data Analyst
100,130000,2022,L,MI,US,US,other
0,205000,2022,M,SE,US,US,Data Scientist
0,140000,2022,M,SE,US,US,Data Scientist
100,297300,2022,M,SE,US,US,Data Scientist
100,198200,2022,M,SE,US,US,Data Scientist
0,141288,2022,M,SE,US,US,Research Scientist
0,94192,2022,M,SE,US,US,Research Scientist
100,184000,2022,M,SE,US,US,other
100,143000,2022,M,SE,US,US,other
0,70000,2022,M,SE,US,US,Data Analyst
0,55000,2022,M,SE,US,US,Data Analyst
100,275300,2022,M,SE,US,US,Analytics Engineer
100,183500,2022,M,SE,US,US,Analytics Engineer
100,75000,2022,M,MI,US,US,Data Analyst
100,65000,2022,M,MI,US,US,Data Analyst
0,160000,2022,M,MI,US,US,ML Engineer
0,147000,2022,M,MI,US,US,ML Engineer
100,149040,2022,M,SE,US,US,Data Architect
100,113899,2022,M,SE,US,US,Data Architect
100,75020,2022,L,MI,other,other,other
0,180180,2022,M,SE,US,US,Data Analyst
0,106020,2022,M,SE,US,US,Data Analyst
100,17022,2022,L,MI,IN,IN,Data Scientist
0,70000,2022,L,EN,IN,AU,other
50,80000,2022,M,EN,other,other,AI Developer
50,18238,2022,L,MI,IN,IN,other
0,250000,2022,M,MI,US,US,ML Engineer
0,150000,2022,M,MI,US,US,ML Engineer
0,139500,2022,M,SE,US,US,Data Engineer
0,109400,2022,M,SE,US,US,Data Engineer
0,105000,2022,M,SE,US,US,Data Scientist
0,70000,2022,M,SE,US,US,Data Scientist
100,210914,2022,M,EX,US,US,Data Engineer
100,116704,2022,M,EX,US,US,Data Engineer
0,150000,2022,M,EN,US,US,Research Scientist
0,100000,2022,M,EN,US,US,Research Scientist
0,146000,2022,M,SE,US,US,Data Engineer
0,75000,2022,M,SE,US,US,Data Engineer
100,75000,2022,M,EN,US,US,Data Analyst
100,60000,2022,M,EN,US,US,Data Analyst
0,185700,2022,M,MI,US,US,Analytics Engineer
0,165000,2022,M,MI,US,US,Analytics Engineer
100,160000,2022,M,SE,US,US,Data Engineer
100,130000,2022,M,SE,US,US,Data Engineer
0,169000,2022,M,SE,US,US,Data Analyst
0,110600,2022,M,SE,US,US,Data Analyst
100,193000,2022,M,SE,US,US,other
100,136850,2022,M,SE,US,US,other
0,139500,2022,M,SE,US,US,ML Engineer
0,109400,2022,M,SE,US,US,ML Engineer
100,276000,2022,M,SE,US,US,Data Engineer
100,178500,2022,M,SE,US,US,Data Engineer
0,59020,2022,M,MI,ES,ES,Data Scientist
0,48289,2022,M,MI,ES,ES,Data Scientist
100,75116,2022,M,MI,other,other,Data Engineer
100,48289,2022,M,MI,other,other,Data Engineer
0,195652,2022,M,SE,GB,GB,ML Engineer
0,101228,2022,M,SE,GB,GB,ML Engineer
0,136956,2022,M,SE,GB,GB,Data Engineer
0,101228,2022,M,SE,GB,GB,Data Engineer
0,252000,2022,M,SE,US,US,Data Engineer
0,129000,2022,M,SE,US,US,Data Engineer
100,130000,2022,L,SE,US,US,BI Developer
100,150000,2021,M,MI,US,US,other
0,163800,2022,M,SE,US,US,Data Engineer
0,126000,2022,M,SE,US,US,Data Engineer
100,260000,2022,M,SE,CA,CA,ML Engineer
100,110000,2022,M,SE,CA,CA,ML Engineer
100,170000,2022,M,SE,US,US,Analytics Engineer
100,130000,2022,M,SE,US,US,Analytics Engineer
0,247500,2022,M,SE,US,US,ML Engineer
0,172200,2022,M,SE,US,US,ML Engineer
0,239748,2022,M,SE,US,US,Data Scientist
0,159832,2022,M,SE,US,US,Data Scientist
0,163800,2022,M,SE,US,US,ML Engineer
0,126000,2022,M,SE,US,US,ML Engineer
0,128750,2022,M,MI,US,US,Data Scientist
0,106250,2022,M,MI,US,US,Data Scientist
0,252000,2022,M,SE,US,US,Data Engineer
0,129000,2022,M,SE,US,US,Data Engineer
0,299500,2022,M,SE,US,US,Data Science Manager
0,245100,2022,M,SE,US,US,Data Science Manager
0,155000,2022,M,MI,US,US,Data Analytics Manager
0,140000,2022,M,MI,US,US,Data Analytics Manager
0,167500,2022,M,EX,US,US,Data Engineer
0,106500,2022,M,EX,US,US,Data Engineer
100,188500,2022,M,SE,US,US,Data Architect
100,117000,2022,M,SE,US,US,Data Architect
100,250000,2022,M,SE,US,US,Data Analyst
100,138000,2022,M,SE,US,US,Data Analyst
100,130000,2022,M,MI,CA,CA,Data Analyst
100,100000,2022,M,MI,CA,CA,Data Analyst
0,123405,2022,L,SE,DE,DE,other
0,140000,2022,M,SE,US,US,Data Engineer
0,120000,2022,M,SE,US,US,Data Engineer
0,160000,2022,M,SE,US,US,other
0,135000,2022,M,SE,US,US,other
0,104500,2022,M,MI,US,US,Data Science Manager
0,70000,2022,M,MI,US,US,Data Science Manager
0,90000,2022,M,MI,US,US,Data Science Consultant
0,70000,2022,M,MI,US,US,Data Science Consultant
100,153600,2022,M,SE,US,US,Data Engineer
100,106800,2022,M,SE,US,US,Data Engineer
0,125000,2022,M,EN,US,US,Data Engineer
0,90000,2022,M,EN,US,US,Data Engineer
100,185000,2022,M,MI,US,US,Research Scientist
100,125000,2022,M,MI,US,US,Research Scientist
100,126999,2022,M,SE,US,US,Data Analyst
100,94000,2022,M,SE,US,US,Data Analyst
0,210550,2022,M,SE,US,US,Data Scientist
0,153300,2022,M,SE,US,US,Data Scientist
100,200000,2022,M,MI,US,US,Data Scientist
100,150000,2022,M,MI,US,US,Data Scientist
100,161500,2022,M,SE,US,US,Data Analyst
100,119500,2022,M,SE,US,US,Data Analyst
0,175000,2022,M,SE,US,US,Data Analyst
0,145000,2022,M,SE,US,US,Data Analyst
0,175000,2022,M,SE,US,US,Data Scientist
0,148750,2022,M,SE,US,US,Data Scientist
0,105000,2022,M,SE,US,US,other
0,85000,2022,M,SE,US,US,other
0,215000,2022,M,SE,US,US,Research Scientist
0,146300,2022,M,SE,US,US,Research Scientist
100,214618,2022,L,EN,DE,DE,AI Developer
100,72000,2022,M,MI,other,other,Data Engineer
100,60000,2022,M,MI,other,other,Data Engineer
0,153400,2022,M,SE,US,US,ML Engineer
0,122700,2022,M,SE,US,US,ML Engineer
0,260000,2022,M,MI,US,US,Data Engineer
0,175000,2022,M,MI,US,US,Data Engineer
100,186300,2022,M,SE,US,US,Data Scientist
100,123900,2022,M,SE,US,US,Data Scientist
100,340000,2022,M,MI,US,US,Research Scientist
100,150000,2022,M,MI,US,US,Research Scientist
0,153400,2022,M,SE,US,US,ML Engineer
0,122700,2022,M,SE,US,US,ML Engineer
0,250000,2022,M,MI,US,US,Data Engineer
0,175000,2022,M,MI,US,US,Data Engineer
50,64385,2022,M,MI,FR,FR,Data Scientist
0,185900,2022,M,SE,US,US,Data Analyst
0,121699,2022,M,SE,US,US,Data Analyst
0,153600,2022,M,SE,US,US,Data Analyst
0,106800,2022,M,SE,US,US,Data Analyst
50,50000,2022,M,SE,other,AU,other
100,100000,2022,L,EN,other,US,Data Analyst
0,247500,2022,M,SE,US,US,ML Engineer
0,172200,2022,M,SE,US,US,ML Engineer
100,310000,2022,M,EX,US,US,Data Engineer
100,239000,2022,M,EX,US,US,Data Engineer
0,125000,2022,M,SE,US,US,Data Analyst
0,110000,2022,M,SE,US,US,Data Analyst
0,150000,2022,M,EN,US,US,Data Analyst
0,100000,2022,M,EN,US,US,Data Analyst
0,149076,2022,M,SE,US,US,Data Scientist
0,82365,2022,M,SE,US,US,Data Scientist
0,146000,2022,M,MI,US,US,Data Engineer
0,75000,2022,M,MI,US,US,Data Engineer
0,139500,2022,M,SE,US,US,ML Engineer
0,109400,2022,M,SE,US,US,ML Engineer
0,139500,2022,M,SE,US,US,Data Engineer
0,109400,2022,M,SE,US,US,Data Engineer
0,149600,2022,M,MI,US,US,Data Engineer
0,102000,2022,M,MI,US,US,Data Engineer
0,97218,2022,M,MI,GB,GB,Data Analyst
0,48609,2022,M,MI,GB,GB,Data Analyst
0,252000,2022,M,SE,US,US,Data Engineer
0,129000,2022,M,SE,US,US,Data Engineer
0,95000,2022,M,SE,US,US,Data Analyst
0,85500,2022,M,SE,US,US,Data Analyst
0,185900,2022,M,SE,US,US,Data Analyst
0,121699,2022,M,SE,US,US,Data Analyst
0,150000,2022,M,EN,US,US,Research Scientist
0,100000,2022,M,EN,US,US,Research Scientist
0,145000,2022,M,MI,US,US,Data Engineer
0,125000,2022,M,MI,US,US,Data Engineer
100,150000,2022,M,MI,US,US,Data Scientist
100,97750,2022,M,MI,US,US,Data Scientist
0,201000,2022,M,SE,US,US,Data Scientist
0,121999,2022,M,SE,US,US,Data Scientist
0,252000,2022,M,SE,US,US,Data Engineer
0,129000,2022,M,SE,US,US,Data Engineer
100,120000,2022,M,SE,US,US,Data Analyst
100,75000,2022,M,SE,US,US,Data Analyst
100,116990,2022,M,MI,US,US,Data Scientist
100,82920,2022,M,MI,US,US,Data Scientist
0,185900,2022,M,SE,US,US,Data Scientist
0,129299,2022,M,SE,US,US,Data Scientist
0,200000,2022,S,MI,US,US,Machine Learning Scientist
0,125000,2022,S,MI,US,US,Machine Learning Scientist
0,201000,2022,M,SE,US,US,Data Scientist
0,121999,2022,M,SE,US,US,Data Scientist
0,204500,2022,M,SE,US,US,ML Engineer
0,142200,2022,M,SE,US,US,ML Engineer
0,155000,2022,M,SE,US,US,Data Manager
0,140000,2022,M,SE,US,US,Data Manager
0,205920,2022,M,MI,US,US,Machine Learning Infrastructure Engineer
0,171600,2022,M,MI,US,US,Machine Learning Infrastructure Engineer
100,121500,2022,M,SE,US,US,Data Engineer
100,78000,2022,M,SE,US,US,Data Engineer
0,154000,2022,M,MI,US,US,Data Engineer
0,116000,2022,M,MI,US,US,Data Engineer
0,190000,2022,M,SE,US,US,Data Scientist
0,136000,2022,M,SE,US,US,Data Scientist
100,78990,2022,M,MI,GB,GB,Data Analyst
100,43809,2022,M,MI,GB,GB,Data Analyst
0,180000,2022,M,SE,US,US,Data Analyst
0,110000,2022,M,SE,US,US,Data Analyst
100,275300,2022,M,SE,US,US,Data Scientist
100,183000,2022,M,SE,US,US,Data Scientist
0,170000,2022,M,SE,US,US,Data Engineer
0,140000,2022,M,SE,US,US,Data Engineer
0,154000,2022,M,SE,US,US,Data Engineer
0,116000,2022,M,SE,US,US,Data Engineer
100,160000,2022,M,SE,US,US,Data Engineer
100,130000,2022,M,SE,US,US,Data Engineer
0,200000,2022,M,MI,US,US,Data Engineer
0,120000,2022,M,MI,US,US,Data Engineer
100,175000,2022,M,SE,US,US,Data Scientist
100,160000,2022,M,SE,US,US,Data Scientist
0,127599,2022,M,MI,GB,GB,Data Engineer
0,103294,2022,M,MI,GB,GB,Data Engineer
0,153600,2022,M,SE,US,US,Data Engineer
0,106800,2022,M,SE,US,US,Data Engineer
100,85000,2022,M,EN,US,US,Data Analyst
100,75000,2022,M,EN,US,US,Data Analyst
0,225000,2022,M,SE,US,US,Data Scientist
0,156400,2022,M,SE,US,US,Data Scientist
0,150000,2022,M,SE,US,US,Analytics Engineer
0,120000,2022,M,SE,US,US,Analytics Engineer
0,163800,2022,M,SE,US,US,ML Engineer
0,126000,2022,M,SE,US,US,ML Engineer
100,145000,2022,M,SE,US,US,Data Analyst
100,90000,2022,M,SE,US,US,Data Analyst
0,204500,2022,M,SE,US,US,ML Engineer
0,142200,2022,M,SE,US,US,ML Engineer
0,95000,2022,M,SE,US,US,Data Analyst
0,85500,2022,M,SE,US,US,Data Analyst
0,167500,2022,M,SE,US,US,Data Engineer
0,106500,2022,M,SE,US,US,Data Engineer
0,163800,2022,M,SE,US,US,Data Engineer
0,126000,2022,M,SE,US,US,Data Engineer
0,155000,2022,M,MI,US,US,Data Analytics Manager
0,140000,2022,M,MI,US,US,Data Analytics Manager
0,250000,2022,M,SE,US,US,Research Scientist
0,200000,2022,M,SE,US,US,Research Scientist
0,260000,2022,M,SE,US,US,Data Scientist
0,186000,2022,M,SE,US,US,Data Scientist
100,160000,2022,M,SE,US,US,Data Engineer
100,130000,2022,M,SE,US,US,Data Engineer
0,200000,2022,M,SE,US,US,Research Scientist
0,150000,2022,M,SE,US,US,Research Scientist
0,48289,2022,M,SE,ES,ES,Data Scientist
0,38631,2022,M,SE,ES,ES,Data Scientist
0,150000,2022,M,SE,US,US,Data Scientist
0,120000,2022,M,SE,US,US,Data Scientist
50,30000,2022,M,EN,IN,IN,Data Analyst
0,185000,2022,M,MI,US,US,Research Scientist
0,125000,2022,M,MI,US,US,Research Scientist
100,34320,2022,S,EN,US,US,Data Analyst
100,9289,2022,M,MI,BR,BR,Business Data Analyst
100,75116,2022,L,SE,PT,PT,other
0,106000,2022,L,EX,other,other,Data Science Manager
100,175000,2022,M,SE,US,US,Data Analyst
100,130000,2022,M,SE,US,US,Data Analyst
100,121999,2022,M,SE,US,US,Data Analyst
100,93800,2022,M,SE,US,US,Data Analyst
100,150000,2022,M,SE,other,other,Data Science Manager
100,90000,2022,M,SE,other,other,Data Science Manager
100,165000,2022,M,SE,US,US,Data Analyst
100,112000,2022,M,SE,US,US,Data Analyst
0,220000,2022,M,EN,US,US,Computer Vision Engineer
100,71897,2022,M,SE,DE,DE,BI Data Analyst
0,64385,2022,M,EN,DE,DE,AI Developer
0,204500,2022,M,SE,US,US,ML Engineer
0,142200,2022,M,SE,US,US,ML Engineer
100,15806,2022,S,SE,IN,IN,Data Analyst
0,200000,2022,M,MI,US,US,ML Engineer
0,175000,2022,M,MI,US,US,ML Engineer
0,185900,2022,M,SE,US,US,Data Engineer
0,129299,2022,M,SE,US,US,Data Engineer
0,185900,2022,M,SE,US,US,Data Analyst
0,121699,2022,M,SE,US,US,Data Analyst
0,204500,2022,M,SE,US,US,ML Engineer
0,142200,2022,M,SE,US,US,ML Engineer
50,40000,2022,L,MI,FR,FR,Data Scientist
50,29453,2022,M,SE,other,other,Data Science Consultant
0,180180,2022,M,SE,US,US,Data Analyst
0,106020,2022,M,SE,US,US,Data Analyst
100,136000,2022,M,SE,US,US,Data Scientist
100,104000,2022,M,SE,US,US,Data Scientist
0,125000,2022,M,SE,US,US,Data Analyst
0,110000,2022,M,SE,US,US,Data Analyst
0,153400,2022,M,SE,US,US,ML Engineer
0,122700,2022,M,SE,US,US,ML Engineer
100,310000,2022,M,EX,US,US,Data Engineer
100,239000,2022,M,EX,US,US,Data Engineer
0,152380,2022,M,SE,US,US,Data Analyst
0,121904,2022,M,SE,US,US,Data Analyst
0,185900,2022,M,SE,US,US,Data Scientist
0,129299,2022,M,SE,US,US,Data Scientist
0,247500,2022,M,SE,US,US,ML Engineer
0,172200,2022,M,SE,US,US,ML Engineer
0,168400,2022,M,SE,US,US,Data Architect
0,105200,2022,M,SE,US,US,Data Architect
0,128279,2022,M,SE,US,US,ML Engineer
0,106900,2022,M,SE,US,US,ML Engineer
100,192000,2022,L,SE,US,US,other
0,140000,2022,M,MI,US,US,Data Engineer
0,100000,2022,M,MI,US,US,Data Engineer
100,107309,2022,S,SE,DE,DE,Research Engineer
100,85847,2022,S,SE,DE,DE,Research Engineer
0,275000,2022,M,SE,DE,DE,ML Engineer
0,174000,2022,M,SE,DE,DE,ML Engineer
0,139500,2022,M,SE,US,US,Data Engineer
0,109400,2022,M,SE,US,US,Data Engineer
0,139500,2022,M,SE,US,US,ML Engineer
0,109400,2022,M,SE,US,US,ML Engineer
100,170500,2022,M,SE,US,US,Data Analyst
100,85000,2022,M,SE,US,US,Data Analyst
0,72946,2022,M,SE,GB,GB,Data Manager
0,54365,2022,M,SE,GB,GB,Data Manager
0,160288,2022,M,EX,GB,GB,other
0,127467,2022,M,EX,GB,GB,other
0,80000,2022,M,SE,US,US,Data Engineer
0,65000,2022,M,SE,US,US,Data Engineer
0,124740,2022,M,SE,US,US,Data Engineer
0,65488,2022,M,SE,US,US,Data Engineer
0,72200,2022,M,SE,US,US,other
0,64979,2022,M,SE,US,US,other
0,153600,2022,M,SE,US,US,Data Engineer
0,106800,2022,M,SE,US,US,Data Engineer
100,179975,2022,M,SE,US,US,Data Analyst
100,86466,2022,M,SE,US,US,Data Analyst
0,120000,2022,M,SE,US,US,Data Engineer
0,90000,2022,M,SE,US,US,Data Engineer
0,51039,2022,M,MI,GB,GB,other
0,42533,2022,M,MI,GB,GB,other
0,149076,2022,M,SE,US,US,Data Scientist
0,82365,2022,M,SE,US,US,Data Scientist
0,169000,2022,M,SE,US,US,Data Analyst
0,110600,2022,M,SE,US,US,Data Analyst
0,175000,2022,M,SE,US,US,Data Science Manager
0,120000,2022,M,SE,US,US,Data Science Manager
0,230000,2022,M,SE,US,US,Data Analyst
0,180000,2022,M,SE,US,US,Data Analyst
0,153600,2022,M,SE,US,US,Data Analyst
0,106800,2022,M,SE,US,US,Data Analyst
0,140000,2022,M,SE,US,US,Data Manager
0,120000,2022,M,SE,US,US,Data Manager
0,205920,2022,M,SE,US,US,Machine Learning Infrastructure Engineer
0,171600,2022,M,SE,US,US,Machine Learning Infrastructure Engineer
100,165000,2022,M,SE,US,US,Data Analyst
100,125000,2022,M,SE,US,US,Data Analyst
0,265000,2022,M,SE,US,US,Data Engineer
0,185000,2022,M,SE,US,US,Data Engineer
0,130000,2022,M,MI,US,US,other
100,168000,2022,M,EN,US,US,Data Scientist
50,38631,2022,L,MI,ES,ES,AI Scientist
0,95000,2022,M,SE,US,US,Data Analyst
0,85500,2022,M,SE,US,US,Data Analyst
0,147100,2022,M,SE,US,US,Data Scientist
0,90700,2022,M,SE,US,US,Data Scientist
0,167580,2022,M,SE,US,US,Data Engineer
0,87980,2022,M,SE,US,US,Data Engineer
100,202000,2022,M,SE,US,US,Data Engineer
100,135000,2022,M,SE,US,US,Data Engineer
0,163800,2022,M,SE,US,US,Data Engineer
0,126000,2022,M,SE,US,US,Data Engineer
0,163800,2022,M,SE,US,US,ML Engineer
0,126000,2022,M,SE,US,US,ML Engineer
100,104000,2022,M,SE,US,US,Data Engineer
100,65000,2022,M,SE,US,US,Data Engineer
0,230000,2022,M,SE,US,US,Research Engineer
0,148000,2022,M,SE,US,US,Research Engineer
100,269000,2022,M,SE,CA,CA,ML Engineer
100,158000,2022,M,SE,CA,CA,ML Engineer
0,197000,2022,M,SE,US,US,Analytics Engineer
0,106000,2022,M,SE,US,US,Analytics Engineer
100,150000,2022,M,MI,US,US,other
100,100000,2022,M,MI,US,US,other
100,290000,2022,M,SE,US,US,Data Engineer
100,210000,2022,M,SE,US,US,Data Engineer
0,192000,2022,M,SE,US,US,Data Engineer
0,172800,2022,M,SE,US,US,Data Engineer
0,300240,2022,M,SE,US,US,Data Scientist
0,200160,2022,M,SE,US,US,Data Scientist
0,300240,2022,M,SE,US,US,Data Scientist
0,200160,2022,M,SE,US,US,Data Scientist
0,175000,2022,M,SE,US,US,Analytics Engineer
0,140000,2022,M,SE,US,US,Analytics Engineer
0,169000,2022,M,SE,US,US,Data Manager
0,100000,2022,M,SE,US,US,Data Manager
0,370000,2022,M,SE,US,US,Data Scientist
0,245000,2022,M,SE,US,US,Data Scientist
100,115447,2022,L,MI,GB,GB,Data Engineer
100,110000,2022,S,SE,US,US,Data Analyst
100,80000,2022,S,SE,US,US,Data Analyst
0,55000,2022,M,EN,US,US,Data Analyst
0,48000,2022,M,EN,US,US,Data Analyst
0,95000,2022,M,SE,US,US,Data Analyst
0,85000,2022,M,SE,US,US,Data Analyst
100,137500,2022,M,SE,US,US,Data Engineer
100,81500,2022,M,SE,US,US,Data Engineer
0,323300,2022,M,SE,US,US,ML Engineer
0,184700,2022,M,SE,US,US,ML Engineer
0,30000,2021,S,MI,other,other,AI Scientist
100,186000,2022,M,SE,US,US,ML Engineer
100,153088,2022,M,SE,US,US,ML Engineer
100,190000,2022,M,MI,US,US,other
100,160000,2022,M,MI,US,US,other
100,200000,2022,M,SE,US,US,ML Engineer
100,150000,2022,M,SE,US,US,ML Engineer
0,190000,2022,M,MI,US,US,other
0,183310,2022,M,MI,US,US,other
100,240000,2022,M,SE,US,US,ML Engineer
100,180000,2022,M,SE,US,US,ML Engineer
100,200000,2022,M,SE,US,US,ML Engineer
100,150000,2022,M,SE,US,US,ML Engineer
0,299500,2022,M,SE,US,US,Data Science Manager
0,245100,2022,M,SE,US,US,Data Science Manager
100,144000,2022,M,SE,US,US,Data Engineer
100,66000,2022,M,SE,US,US,Data Engineer
0,148500,2022,M,MI,US,US,ML Engineer
0,126277,2022,M,MI,US,US,ML Engineer
0,227999,2022,M,SE,US,US,Data Architect
0,120000,2022,M,SE,US,US,Data Architect
0,180000,2022,M,SE,US,US,other
0,90000,2022,M,SE,US,US,other
0,126500,2022,M,SE,US,US,Data Scientist
0,78000,2022,M,SE,US,US,Data Scientist
0,180000,2022,M,SE,US,US,Data Engineer
0,160000,2022,M,SE,US,US,Data Engineer
0,272000,2022,M,SE,US,US,other
0,170000,2022,M,SE,US,US,other
0,80000,2022,M,MI,US,US,Data Analyst
0,60000,2022,M,MI,US,US,Data Analyst
100,258999,2022,M,SE,US,US,Data Engineer
100,146000,2022,M,SE,US,US,Data Engineer
0,200000,2022,M,SE,US,US,Data Engineer
0,160000,2022,M,SE,US,US,Data Engineer
100,310000,2022,M,EX,US,US,Data Engineer
100,239000,2022,M,EX,US,US,Data Engineer
100,142000,2022,M,SE,US,US,Data Analyst
